contract_ref,contract_name,exhibit,setting,covered_entity,code_type,procedure_code,description,methodology_code,rate_basis,base_year,percentage,rvu,conversion_factor,units_note,allowed_2025,allowed_2026
HM-KHS-2025-0417,Highmark - Keystone Health System (Commercial PPO),C.5 Ancillary,Ancillary,Keystone Imaging Center,CPT,83107,"Lab / pathology test, code 83107 (specimen)",FEE_SCHEDULE,Fee schedule,2025,,,,,156.96,161.67
HM-KHS-2025-0417,Highmark - Keystone Health System (Commercial PPO),C.5 Ancillary,Ancillary,Keystone Imaging Center,CPT,83192,"Lab / pathology test, code 83192 (specimen)",FEE_SCHEDULE,Fee schedule,2025,,,,,69.05,71.12
HM-KHS-2025-0417,Highmark - Keystone Health System (Commercial PPO),C.5 Ancillary,Ancillary,Keystone Imaging Center,CPT,83277,"Lab / pathology test, code 83277 (specimen)",FEE_SCHEDULE,Fee schedule,2025,,,,,176.45,181.74
HM-KHS-2025-0417,Highmark - Keystone Health System (Commercial PPO),C.5 Ancillary,Ancillary,Keystone Imaging Center,CPT,83362,"Lab / pathology test, code 83362 (specimen)",FEE_SCHEDULE,Fee schedule,2025,,,,,22.38,23.05
HM-KHS-2025-0417,Highmark - Keystone Health System (Commercial PPO),C.5 Ancillary,Ancillary,Keystone Imaging Center,CPT,83447,"Lab / pathology test, code 83447 (specimen)",FEE_SCHEDULE,Fee schedule,2025,,,,,29.77,30.66
HM-KHS-2025-0417,Highmark - Keystone Health System (Commercial PPO),C.5 Ancillary,Ancillary,Keystone Imaging Center,CPT,83532,"Lab / pathology test, code 83532 (specimen)",FEE_SCHEDULE,Fee schedule,2025,,,,,74.24,76.47
HM-KHS-2025-0417,Highmark - Keystone Health System (Commercial PPO),C.5 Ancillary,Ancillary,Keystone Imaging Center,CPT,83617,"Lab / pathology test, code 83617 (specimen)",FEE_SCHEDULE,Fee schedule,2025,,,,,212.82,219.20
HM-KHS-2025-0417,Highmark - Keystone Health System (Commercial PPO),C.5 Ancillary,Ancillary,Keystone Imaging Center,CPT,83702,"Lab / pathology test, code 83702 (specimen)",FEE_SCHEDULE,Fee schedule,2025,,,,,218.26,224.81
HM-KHS-2025-0417,Highmark - Keystone Health System (Commercial PPO),C.5 Ancillary,Ancillary,Keystone Imaging Center,CPT,83787,"Lab / pathology test, code 83787 (specimen)",FEE_SCHEDULE,Fee schedule,2025,,,,,66.58,68.58
HM-KHS-2025-0417,Highmark - Keystone Health System (Commercial PPO),C.5 Ancillary,Ancillary,Keystone Imaging Center,CPT,83872,"Lab / pathology test, code 83872 (specimen)",FEE_SCHEDULE,Fee schedule,2025,,,,,162.36,167.23
HM-KHS-2025-0417,Highmark - Keystone Health System (Commercial PPO),C.5 Ancillary,Ancillary,Keystone Imaging Center,CPT,83957,"Lab / pathology test, code 83957 (specimen)",FEE_SCHEDULE,Fee schedule,2025,,,,,182.76,188.24
HM-KHS-2025-0417,Highmark - Keystone Health System (Commercial PPO),C.5 Ancillary,Ancillary,Keystone Imaging Center,CPT,84042,"Lab / pathology test, code 84042 (specimen)",FEE_SCHEDULE,Fee schedule,2025,,,,,182.31,187.78
HM-KHS-2025-0417,Highmark - Keystone Health System (Commercial PPO),C.5 Ancillary,Ancillary,Keystone Imaging Center,CPT,84127,"Lab / pathology test, code 84127 (specimen)",FEE_SCHEDULE,Fee schedule,2025,,,,,139.99,144.19
HM-KHS-2025-0417,Highmark - Keystone Health System (Commercial PPO),C.5 Ancillary,Ancillary,Keystone Imaging Center,CPT,84212,"Lab / pathology test, code 84212 (specimen)",FEE_SCHEDULE,Fee schedule,2025,,,,,95.55,98.42
HM-KHS-2025-0417,Highmark - Keystone Health System (Commercial PPO),C.5 Ancillary,Ancillary,Keystone Imaging Center,CPT,84297,"Lab / pathology test, code 84297 (specimen)",FEE_SCHEDULE,Fee schedule,2025,,,,,104.04,107.16
HM-KHS-2025-0417,Highmark - Keystone Health System (Commercial PPO),C.5 Ancillary,Ancillary,Keystone Imaging Center,CPT,84382,"Lab / pathology test, code 84382 (specimen)",FEE_SCHEDULE,Fee schedule,2025,,,,,150.35,154.86
HM-KHS-2025-0417,Highmark - Keystone Health System (Commercial PPO),C.5 Ancillary,Ancillary,Keystone Imaging Center,CPT,84467,"Lab / pathology test, code 84467 (specimen)",FEE_SCHEDULE,Fee schedule,2025,,,,,158.74,163.50
HM-KHS-2025-0417,Highmark - Keystone Health System (Commercial PPO),C.5 Ancillary,Ancillary,Keystone Imaging Center,CPT,84552,"Lab / pathology test, code 84552 (specimen)",FEE_SCHEDULE,Fee schedule,2025,,,,,211.97,218.33
HM-KHS-2025-0417,Highmark - Keystone Health System (Commercial PPO),C.5 Ancillary,Ancillary,Keystone Imaging Center,CPT,84637,"Lab / pathology test, code 84637 (specimen)",FEE_SCHEDULE,Fee schedule,2025,,,,,72.63,74.81
HM-KHS-2025-0417,Highmark - Keystone Health System (Commercial PPO),C.5 Ancillary,Ancillary,Keystone Imaging Center,CPT,84722,"Lab / pathology test, code 84722 (specimen)",FEE_SCHEDULE,Fee schedule,2025,,,,,45.74,47.11
HM-KHS-2025-0417,Highmark - Keystone Health System (Commercial PPO),C.5 Ancillary,Ancillary,Keystone Imaging Center,CPT,84807,"Lab / pathology test, code 84807 (specimen)",FEE_SCHEDULE,Fee schedule,2025,,,,,191.79,197.54
HM-KHS-2025-0417,Highmark - Keystone Health System (Commercial PPO),C.5 Ancillary,Ancillary,Keystone Imaging Center,CPT,84892,"Lab / pathology test, code 84892 (specimen)",FEE_SCHEDULE,Fee schedule,2025,,,,,122.47,126.14
HM-KHS-2025-0417,Highmark - Keystone Health System (Commercial PPO),C.5 Ancillary,Ancillary,Keystone Imaging Center,CPT,84977,"Lab / pathology test, code 84977 (specimen)",FEE_SCHEDULE,Fee schedule,2025,,,,,202.37,208.44
HM-KHS-2025-0417,Highmark - Keystone Health System (Commercial PPO),C.5 Ancillary,Ancillary,Keystone Imaging Center,CPT,85062,"Lab / pathology test, code 85062 (specimen)",FEE_SCHEDULE,Fee schedule,2025,,,,,170.35,175.46
HM-KHS-2025-0417,Highmark - Keystone Health System (Commercial PPO),C.5 Ancillary,Ancillary,Keystone Imaging Center,CPT,85147,"Lab / pathology test, code 85147 (specimen)",FEE_SCHEDULE,Fee schedule,2025,,,,,130.58,134.50
HM-KHS-2025-0417,Highmark - Keystone Health System (Commercial PPO),C.5 Ancillary,Ancillary,Keystone Imaging Center,CPT,85232,"Lab / pathology test, code 85232 (specimen)",FEE_SCHEDULE,Fee schedule,2025,,,,,86.49,89.08
HM-KHS-2025-0417,Highmark - Keystone Health System (Commercial PPO),C.5 Ancillary,Ancillary,Keystone Imaging Center,CPT,85317,"Lab / pathology test, code 85317 (specimen)",FEE_SCHEDULE,Fee schedule,2025,,,,,209.61,215.90
HM-KHS-2025-0417,Highmark - Keystone Health System (Commercial PPO),C.5 Ancillary,Ancillary,Keystone Imaging Center,CPT,85402,"Lab / pathology test, code 85402 (specimen)",FEE_SCHEDULE,Fee schedule,2025,,,,,134.43,138.46
HM-KHS-2025-0417,Highmark - Keystone Health System (Commercial PPO),C.5 Ancillary,Ancillary,Keystone Imaging Center,CPT,85487,"Lab / pathology test, code 85487 (specimen)",FEE_SCHEDULE,Fee schedule,2025,,,,,56.51,58.21
HM-KHS-2025-0417,Highmark - Keystone Health System (Commercial PPO),C.5 Ancillary,Ancillary,Keystone Imaging Center,CPT,85572,"Lab / pathology test, code 85572 (specimen)",FEE_SCHEDULE,Fee schedule,2025,,,,,173.49,178.69
HM-KHS-2025-0417,Highmark - Keystone Health System (Commercial PPO),C.5 Ancillary,Ancillary,Keystone Imaging Center,CPT,85657,"Lab / pathology test, code 85657 (specimen)",FEE_SCHEDULE,Fee schedule,2025,,,,,67.86,69.90
HM-KHS-2025-0417,Highmark - Keystone Health System (Commercial PPO),C.5 Ancillary,Ancillary,Keystone Imaging Center,CPT,85742,"Lab / pathology test, code 85742 (specimen)",FEE_SCHEDULE,Fee schedule,2025,,,,,18.03,18.57
HM-KHS-2025-0417,Highmark - Keystone Health System (Commercial PPO),C.5 Ancillary,Ancillary,Keystone Imaging Center,CPT,85827,"Lab / pathology test, code 85827 (specimen)",FEE_SCHEDULE,Fee schedule,2025,,,,,22.73,23.41
HM-KHS-2025-0417,Highmark - Keystone Health System (Commercial PPO),C.5 Ancillary,Ancillary,Keystone Imaging Center,CPT,85912,"Lab / pathology test, code 85912 (specimen)",FEE_SCHEDULE,Fee schedule,2025,,,,,136.46,140.55
HM-KHS-2025-0417,Highmark - Keystone Health System (Commercial PPO),C.5 Ancillary,Ancillary,Keystone Imaging Center,CPT,85997,"Lab / pathology test, code 85997 (specimen)",FEE_SCHEDULE,Fee schedule,2025,,,,,77.00,79.31
HM-KHS-2025-0417,Highmark - Keystone Health System (Commercial PPO),C.5 Ancillary,Ancillary,Keystone Imaging Center,CPT,86082,"Lab / pathology test, code 86082 (specimen)",FEE_SCHEDULE,Fee schedule,2025,,,,,69.31,71.39
HM-KHS-2025-0417,Highmark - Keystone Health System (Commercial PPO),C.5 Ancillary,Ancillary,Keystone Imaging Center,CPT,86167,"Lab / pathology test, code 86167 (specimen)",FEE_SCHEDULE,Fee schedule,2025,,,,,27.38,28.20
HM-KHS-2025-0417,Highmark - Keystone Health System (Commercial PPO),C.5 Ancillary,Ancillary,Keystone Imaging Center,CPT,86252,"Lab / pathology test, code 86252 (specimen)",FEE_SCHEDULE,Fee schedule,2025,,,,,175.70,180.97
HM-KHS-2025-0417,Highmark - Keystone Health System (Commercial PPO),C.5 Ancillary,Ancillary,Keystone Imaging Center,CPT,86337,"Lab / pathology test, code 86337 (specimen)",FEE_SCHEDULE,Fee schedule,2025,,,,,137.16,141.27
HM-KHS-2025-0417,Highmark - Keystone Health System (Commercial PPO),C.5 Ancillary,Ancillary,Keystone Imaging Center,CPT,86422,"Lab / pathology test, code 86422 (specimen)",FEE_SCHEDULE,Fee schedule,2025,,,,,125.61,129.38
HM-KHS-2025-0417,Highmark - Keystone Health System (Commercial PPO),C.5 Ancillary,Ancillary,Keystone Imaging Center,CPT,86507,"Lab / pathology test, code 86507 (specimen)",FEE_SCHEDULE,Fee schedule,2025,,,,,69.61,71.70
HM-KHS-2025-0417,Highmark - Keystone Health System (Commercial PPO),C.5 Ancillary,Ancillary,Keystone Imaging Center,CPT,86592,"Lab / pathology test, code 86592 (specimen)",FEE_SCHEDULE,Fee schedule,2025,,,,,204.81,210.95
HM-KHS-2025-0417,Highmark - Keystone Health System (Commercial PPO),C.5 Ancillary,Ancillary,Keystone Imaging Center,CPT,86677,"Lab / pathology test, code 86677 (specimen)",FEE_SCHEDULE,Fee schedule,2025,,,,,101.30,104.34
HM-KHS-2025-0417,Highmark - Keystone Health System (Commercial PPO),C.5 Ancillary,Ancillary,Keystone Imaging Center,CPT,86762,"Lab / pathology test, code 86762 (specimen)",FEE_SCHEDULE,Fee schedule,2025,,,,,149.29,153.77
HM-KHS-2025-0417,Highmark - Keystone Health System (Commercial PPO),C.5 Ancillary,Ancillary,Keystone Imaging Center,CPT,86847,"Lab / pathology test, code 86847 (specimen)",FEE_SCHEDULE,Fee schedule,2025,,,,,24.53,25.27
HM-KHS-2025-0417,Highmark - Keystone Health System (Commercial PPO),C.5 Ancillary,Ancillary,Keystone Imaging Center,CPT,86932,"Lab / pathology test, code 86932 (specimen)",FEE_SCHEDULE,Fee schedule,2025,,,,,177.43,182.75
HM-KHS-2025-0417,Highmark - Keystone Health System (Commercial PPO),C.5 Ancillary,Ancillary,Keystone Imaging Center,CPT,87017,"Lab / pathology test, code 87017 (specimen)",FEE_SCHEDULE,Fee schedule,2025,,,,,201.16,207.19
HM-KHS-2025-0417,Highmark - Keystone Health System (Commercial PPO),C.5 Ancillary,Ancillary,Keystone Imaging Center,CPT,87102,"Lab / pathology test, code 87102 (specimen)",FEE_SCHEDULE,Fee schedule,2025,,,,,156.72,161.42
HM-KHS-2025-0417,Highmark - Keystone Health System (Commercial PPO),C.5 Ancillary,Ancillary,Keystone Imaging Center,CPT,87187,"Lab / pathology test, code 87187 (specimen)",FEE_SCHEDULE,Fee schedule,2025,,,,,189.02,194.69
HM-KHS-2025-0417,Highmark - Keystone Health System (Commercial PPO),C.5 Ancillary,Ancillary,Keystone Imaging Center,CPT,87272,"Lab / pathology test, code 87272 (specimen)",FEE_SCHEDULE,Fee schedule,2025,,,,,145.83,150.20
HM-KHS-2025-0417,Highmark - Keystone Health System (Commercial PPO),C.5 Ancillary,Ancillary,Keystone Imaging Center,CPT,87357,"Lab / pathology test, code 87357 (specimen)",FEE_SCHEDULE,Fee schedule,2025,,,,,64.14,66.06
HM-KHS-2025-0417,Highmark - Keystone Health System (Commercial PPO),C.5 Ancillary,Ancillary,Keystone Imaging Center,CPT,87442,"Lab / pathology test, code 87442 (specimen)",FEE_SCHEDULE,Fee schedule,2025,,,,,202.37,208.44
HM-KHS-2025-0417,Highmark - Keystone Health System (Commercial PPO),C.5 Ancillary,Ancillary,Keystone Imaging Center,CPT,87527,"Lab / pathology test, code 87527 (specimen)",FEE_SCHEDULE,Fee schedule,2025,,,,,68.18,70.23
HM-KHS-2025-0417,Highmark - Keystone Health System (Commercial PPO),C.5 Ancillary,Ancillary,Keystone Imaging Center,CPT,87612,"Lab / pathology test, code 87612 (specimen)",FEE_SCHEDULE,Fee schedule,2025,,,,,194.30,200.13
HM-KHS-2025-0417,Highmark - Keystone Health System (Commercial PPO),C.5 Ancillary,Ancillary,Keystone Imaging Center,CPT,87697,"Lab / pathology test, code 87697 (specimen)",FEE_SCHEDULE,Fee schedule,2025,,,,,163.24,168.14
HM-KHS-2025-0417,Highmark - Keystone Health System (Commercial PPO),C.5 Ancillary,Ancillary,Keystone Imaging Center,CPT,87782,"Lab / pathology test, code 87782 (specimen)",FEE_SCHEDULE,Fee schedule,2025,,,,,126.98,130.79
HM-KHS-2025-0417,Highmark - Keystone Health System (Commercial PPO),C.5 Ancillary,Ancillary,Keystone Imaging Center,CPT,87867,"Lab / pathology test, code 87867 (specimen)",FEE_SCHEDULE,Fee schedule,2025,,,,,63.02,64.91
HM-KHS-2025-0417,Highmark - Keystone Health System (Commercial PPO),C.5 Ancillary,Ancillary,Keystone Imaging Center,CPT,87952,"Lab / pathology test, code 87952 (specimen)",FEE_SCHEDULE,Fee schedule,2025,,,,,192.16,197.92
HM-KHS-2025-0417,Highmark - Keystone Health System (Commercial PPO),C.5 Ancillary,Ancillary,Keystone Imaging Center,CPT,88037,"Lab / pathology test, code 88037 (specimen)",FEE_SCHEDULE,Fee schedule,2025,,,,,172.98,178.17
HM-KHS-2025-0417,Highmark - Keystone Health System (Commercial PPO),C.5 Ancillary,Ancillary,Keystone Imaging Center,CPT,88122,"Lab / pathology test, code 88122 (specimen)",FEE_SCHEDULE,Fee schedule,2025,,,,,67.12,69.13
HM-KHS-2025-0417,Highmark - Keystone Health System (Commercial PPO),C.5 Ancillary,Ancillary,Keystone Imaging Center,CPT,88207,"Lab / pathology test, code 88207 (specimen)",FEE_SCHEDULE,Fee schedule,2025,,,,,105.58,108.75
HM-KHS-2025-0417,Highmark - Keystone Health System (Commercial PPO),C.5 Ancillary,Ancillary,Keystone Imaging Center,CPT,88292,"Lab / pathology test, code 88292 (specimen)",FEE_SCHEDULE,Fee schedule,2025,,,,,19.26,19.84
HM-KHS-2025-0417,Highmark - Keystone Health System (Commercial PPO),C.5 Ancillary,Ancillary,Keystone Imaging Center,CPT,88377,"Lab / pathology test, code 88377 (specimen)",FEE_SCHEDULE,Fee schedule,2025,,,,,129.16,133.03
HM-KHS-2025-0417,Highmark - Keystone Health System (Commercial PPO),C.5 Ancillary,Ancillary,Keystone Imaging Center,CPT,88462,"Lab / pathology test, code 88462 (specimen)",FEE_SCHEDULE,Fee schedule,2025,,,,,35.93,37.01
HM-KHS-2025-0417,Highmark - Keystone Health System (Commercial PPO),C.5 Ancillary,Ancillary,Keystone Imaging Center,CPT,88547,"Lab / pathology test, code 88547 (specimen)",FEE_SCHEDULE,Fee schedule,2025,,,,,217.47,223.99
HM-KHS-2025-0417,Highmark - Keystone Health System (Commercial PPO),C.5 Ancillary,Ancillary,Keystone Imaging Center,CPT,88632,"Lab / pathology test, code 88632 (specimen)",FEE_SCHEDULE,Fee schedule,2025,,,,,62.56,64.44
HM-KHS-2025-0417,Highmark - Keystone Health System (Commercial PPO),C.5 Ancillary,Ancillary,Keystone Imaging Center,CPT,88717,"Lab / pathology test, code 88717 (specimen)",FEE_SCHEDULE,Fee schedule,2025,,,,,142.99,147.28
HM-KHS-2025-0417,Highmark - Keystone Health System (Commercial PPO),C.5 Ancillary,Ancillary,Keystone Imaging Center,CPT,88802,"Lab / pathology test, code 88802 (specimen)",FEE_SCHEDULE,Fee schedule,2025,,,,,168.51,173.57
HM-KHS-2025-0417,Highmark - Keystone Health System (Commercial PPO),C.5 Ancillary,Ancillary,Keystone Imaging Center,CPT,88887,"Lab / pathology test, code 88887 (specimen)",FEE_SCHEDULE,Fee schedule,2025,,,,,121.36,125.00
HM-KHS-2025-0417,Highmark - Keystone Health System (Commercial PPO),C.5 Ancillary,Ancillary,Keystone Imaging Center,CPT,88972,"Lab / pathology test, code 88972 (specimen)",FEE_SCHEDULE,Fee schedule,2025,,,,,123.64,127.35
HM-KHS-2025-0417,Highmark - Keystone Health System (Commercial PPO),C.5 Ancillary,Ancillary,Keystone Imaging Center,CPT,89057,"Lab / pathology test, code 89057 (specimen)",FEE_SCHEDULE,Fee schedule,2025,,,,,208.57,214.83
HM-KHS-2025-0417,Highmark - Keystone Health System (Commercial PPO),C.5 Ancillary,Ancillary,Keystone Imaging Center,CPT,89142,"Lab / pathology test, code 89142 (specimen)",FEE_SCHEDULE,Fee schedule,2025,,,,,175.60,180.87
HM-KHS-2025-0417,Highmark - Keystone Health System (Commercial PPO),C.5 Ancillary,Ancillary,Keystone Imaging Center,CPT,89227,"Lab / pathology test, code 89227 (specimen)",FEE_SCHEDULE,Fee schedule,2025,,,,,210.25,216.56
HM-KHS-2025-0417,Highmark - Keystone Health System (Commercial PPO),C.5 Ancillary,Ancillary,Keystone Imaging Center,CPT,89312,"Lab / pathology test, code 89312 (specimen)",FEE_SCHEDULE,Fee schedule,2025,,,,,143.06,147.35
HM-KHS-2025-0417,Highmark - Keystone Health System (Commercial PPO),C.5 Ancillary,Ancillary,Keystone Imaging Center,CPT,89397,"Lab / pathology test, code 89397 (specimen)",FEE_SCHEDULE,Fee schedule,2025,,,,,205.33,211.49
HM-KHS-2025-0417,Highmark - Keystone Health System (Commercial PPO),C.5 Ancillary,Ancillary,Keystone Imaging Center,CPT,89482,"Lab / pathology test, code 89482 (specimen)",FEE_SCHEDULE,Fee schedule,2025,,,,,42.72,44.00
HM-KHS-2025-0417,Highmark - Keystone Health System (Commercial PPO),C.5 Ancillary,Ancillary,Keystone Imaging Center,CPT,89567,"Lab / pathology test, code 89567 (specimen)",FEE_SCHEDULE,Fee schedule,2025,,,,,194.78,200.62
HM-KHS-2025-0417,Highmark - Keystone Health System (Commercial PPO),C.5 Ancillary,Ancillary,Keystone Imaging Center,CPT,89652,"Lab / pathology test, code 89652 (specimen)",FEE_SCHEDULE,Fee schedule,2025,,,,,33.89,34.91
HM-KHS-2025-0417,Highmark - Keystone Health System (Commercial PPO),C.5 Ancillary,Ancillary,Keystone Imaging Center,CPT,89737,"Lab / pathology test, code 89737 (specimen)",FEE_SCHEDULE,Fee schedule,2025,,,,,183.57,189.08
HM-KHS-2025-0417,Highmark - Keystone Health System (Commercial PPO),C.5 Ancillary,Ancillary,Keystone Imaging Center,CPT,89822,"Lab / pathology test, code 89822 (specimen)",FEE_SCHEDULE,Fee schedule,2025,,,,,163.05,167.94
HM-KHS-2025-0417,Highmark - Keystone Health System (Commercial PPO),C.5 Ancillary,Ancillary,Keystone Imaging Center,CPT,89907,"Lab / pathology test, code 89907 (specimen)",FEE_SCHEDULE,Fee schedule,2025,,,,,64.74,66.68
HM-KHS-2025-0417,Highmark - Keystone Health System (Commercial PPO),C.5 Ancillary,Ancillary,Keystone Imaging Center,CPT,89992,"Lab / pathology test, code 89992 (specimen)",FEE_SCHEDULE,Fee schedule,2025,,,,,187.08,192.69
HM-KHS-2025-0417,Highmark - Keystone Health System (Commercial PPO),C.5 Drugs,Ancillary,Keystone General (OP),HCPCS,J0120,"Drug/biological J0120, per unit (specimen)",DRUG_ASP,ASP + 6%,2025,,,,,474.05,488.27
HM-KHS-2025-0417,Highmark - Keystone Health System (Commercial PPO),C.5 Drugs,Ancillary,Keystone General (OP),HCPCS,J0210,"Drug/biological J0210, per unit (specimen)",DRUG_ASP,ASP + 6%,2025,,,,,2.92,3.01
HM-KHS-2025-0417,Highmark - Keystone Health System (Commercial PPO),C.5 Drugs,Ancillary,Keystone General (OP),HCPCS,J0300,"Drug/biological J0300, per unit (specimen)",DRUG_ASP,ASP + 6%,2025,,,,,191.12,196.85
HM-KHS-2025-0417,Highmark - Keystone Health System (Commercial PPO),C.5 Drugs,Ancillary,Keystone General (OP),HCPCS,J0390,"Drug/biological J0390, per unit (specimen)",DRUG_ASP,ASP + 6%,2025,,,,,211.15,217.48
HM-KHS-2025-0417,Highmark - Keystone Health System (Commercial PPO),C.5 Drugs,Ancillary,Keystone General (OP),HCPCS,J0480,"Drug/biological J0480, per unit (specimen)",DRUG_ASP,ASP + 6%,2025,,,,,78.53,80.89
HM-KHS-2025-0417,Highmark - Keystone Health System (Commercial PPO),C.5 Drugs,Ancillary,Keystone General (OP),HCPCS,J0570,"Drug/biological J0570, per unit (specimen)",DRUG_ASP,ASP + 6%,2025,,,,,715.27,736.73
HM-KHS-2025-0417,Highmark - Keystone Health System (Commercial PPO),C.5 Drugs,Ancillary,Keystone General (OP),HCPCS,J0660,"Drug/biological J0660, per unit (specimen)",DRUG_ASP,ASP + 6%,2025,,,,,742.85,765.14
HM-KHS-2025-0417,Highmark - Keystone Health System (Commercial PPO),C.5 Drugs,Ancillary,Keystone General (OP),HCPCS,J0750,"Drug/biological J0750, per unit (specimen)",DRUG_ASP,ASP + 6%,2025,,,,,846.93,872.34
HM-KHS-2025-0417,Highmark - Keystone Health System (Commercial PPO),C.5 Drugs,Ancillary,Keystone General (OP),HCPCS,J0840,"Drug/biological J0840, per unit (specimen)",DRUG_ASP,ASP + 6%,2025,,,,,161.15,165.98
HM-KHS-2025-0417,Highmark - Keystone Health System (Commercial PPO),C.5 Drugs,Ancillary,Keystone General (OP),HCPCS,J0930,"Drug/biological J0930, per unit (specimen)",DRUG_ASP,ASP + 6%,2025,,,,,698.50,719.46
HM-KHS-2025-0417,Highmark - Keystone Health System (Commercial PPO),C.5 Drugs,Ancillary,Keystone General (OP),HCPCS,J1020,"Drug/biological J1020, per unit (specimen)",DRUG_ASP,ASP + 6%,2025,,,,,615.54,634.01
HM-KHS-2025-0417,Highmark - Keystone Health System (Commercial PPO),C.5 Drugs,Ancillary,Keystone General (OP),HCPCS,J1110,"Drug/biological J1110, per unit (specimen)",DRUG_ASP,ASP + 6%,2025,,,,,545.68,562.05
HM-KHS-2025-0417,Highmark - Keystone Health System (Commercial PPO),C.5 Drugs,Ancillary,Keystone General (OP),HCPCS,J1200,"Drug/biological J1200, per unit (specimen)",DRUG_ASP,ASP + 6%,2025,,,,,15.40,15.86
HM-KHS-2025-0417,Highmark - Keystone Health System (Commercial PPO),C.5 Drugs,Ancillary,Keystone General (OP),HCPCS,J1290,"Drug/biological J1290, per unit (specimen)",DRUG_ASP,ASP + 6%,2025,,,,,857.96,883.70
HM-KHS-2025-0417,Highmark - Keystone Health System (Commercial PPO),C.5 Drugs,Ancillary,Keystone General (OP),HCPCS,J1380,"Drug/biological J1380, per unit (specimen)",DRUG_ASP,ASP + 6%,2025,,,,,93.50,96.31
HM-KHS-2025-0417,Highmark - Keystone Health System (Commercial PPO),C.5 Drugs,Ancillary,Keystone General (OP),HCPCS,J1470,"Drug/biological J1470, per unit (specimen)",DRUG_ASP,ASP + 6%,2025,,,,,754.32,776.95
HM-KHS-2025-0417,Highmark - Keystone Health System (Commercial PPO),C.5 Drugs,Ancillary,Keystone General (OP),HCPCS,J1560,"Drug/biological J1560, per unit (specimen)",DRUG_ASP,ASP + 6%,2025,,,,,520.96,536.59
HM-KHS-2025-0417,Highmark - Keystone Health System (Commercial PPO),C.5 Drugs,Ancillary,Keystone General (OP),HCPCS,J1650,"Drug/biological J1650, per unit (specimen)",DRUG_ASP,ASP + 6%,2025,,,,,146.63,151.03
HM-KHS-2025-0417,Highmark - Keystone Health System (Commercial PPO),C.5 Drugs,Ancillary,Keystone General (OP),HCPCS,J1740,"Drug/biological J1740, per unit (specimen)",DRUG_ASP,ASP + 6%,2025,,,,,796.14,820.02
HM-KHS-2025-0417,Highmark - Keystone Health System (Commercial PPO),C.5 Drugs,Ancillary,Keystone General (OP),HCPCS,J1830,"Drug/biological J1830, per unit (specimen)",DRUG_ASP,ASP + 6%,2025,,,,,351.60,362.15
HM-KHS-2025-0417,Highmark - Keystone Health System (Commercial PPO),C.5 Drugs,Ancillary,Keystone General (OP),HCPCS,J1920,"Drug/biological J1920, per unit (specimen)",DRUG_ASP,ASP + 6%,2025,,,,,830.08,854.98
HM-KHS-2025-0417,Highmark - Keystone Health System (Commercial PPO),C.5 Drugs,Ancillary,Keystone General (OP),HCPCS,J2010,"Drug/biological J2010, per unit (specimen)",DRUG_ASP,ASP + 6%,2025,,,,,268.05,276.09
HM-KHS-2025-0417,Highmark - Keystone Health System (Commercial PPO),C.5 Drugs,Ancillary,Keystone General (OP),HCPCS,J2100,"Drug/biological J2100, per unit (specimen)",DRUG_ASP,ASP + 6%,2025,,,,,681.49,701.93
HM-KHS-2025-0417,Highmark - Keystone Health System (Commercial PPO),C.5 Drugs,Ancillary,Keystone General (OP),HCPCS,J2190,"Drug/biological J2190, per unit (specimen)",DRUG_ASP,ASP + 6%,2025,,,,,862.53,888.41
HM-KHS-2025-0417,Highmark - Keystone Health System (Commercial PPO),C.5 Drugs,Ancillary,Keystone General (OP),HCPCS,J2280,"Drug/biological J2280, per unit (specimen)",DRUG_ASP,ASP + 6%,2025,,,,,616.55,635.05
HM-KHS-2025-0417,Highmark - Keystone Health System (Commercial PPO),C.5 Drugs,Ancillary,Keystone General (OP),HCPCS,J2370,"Drug/biological J2370, per unit (specimen)",DRUG_ASP,ASP + 6%,2025,,,,,872.04,898.20
HM-KHS-2025-0417,Highmark - Keystone Health System (Commercial PPO),C.5 Drugs,Ancillary,Keystone General (OP),HCPCS,J2460,"Drug/biological J2460, per unit (specimen)",DRUG_ASP,ASP + 6%,2025,,,,,308.91,318.18
HM-KHS-2025-0417,Highmark - Keystone Health System (Commercial PPO),C.5 Drugs,Ancillary,Keystone General (OP),HCPCS,J2550,"Drug/biological J2550, per unit (specimen)",DRUG_ASP,ASP + 6%,2025,,,,,228.42,235.27
HM-KHS-2025-0417,Highmark - Keystone Health System (Commercial PPO),C.5 Drugs,Ancillary,Keystone General (OP),HCPCS,J2640,"Drug/biological J2640, per unit (specimen)",DRUG_ASP,ASP + 6%,2025,,,,,458.60,472.36
HM-KHS-2025-0417,Highmark - Keystone Health System (Commercial PPO),C.5 Drugs,Ancillary,Keystone General (OP),HCPCS,J2730,"Drug/biological J2730, per unit (specimen)",DRUG_ASP,ASP + 6%,2025,,,,,400.95,412.98
HM-KHS-2025-0417,Highmark - Keystone Health System (Commercial PPO),C.5 Drugs,Ancillary,Keystone General (OP),HCPCS,J2820,"Drug/biological J2820, per unit (specimen)",DRUG_ASP,ASP + 6%,2025,,,,,368.75,379.81
